Day,median,ci_low,ci_high
1.0,2.164648551612295,1.8965985880521352,2.5540266282070876
2.0,2.1615420873245066,1.8948756883679831,2.548907096670441
3.0,2.157402019522337,1.892898897257398,2.542497797338019
4.0,2.153212477619557,1.890592644567279,2.53458716497433
5.0,2.147952542330125,1.887333691113301,2.5245961528629457
6.0,2.140689427873501,1.8830201327582186,2.5125887936096714
7.0,2.1321209113053188,1.878123451673487,2.4960907868536144
8.0,2.1201458438209233,1.8717269203303755,2.4747187922695075
9.0,2.1043185560767723,1.8660886835287385,2.445252458386537
10.0,2.0840455787055077,1.8516889690088063,2.4094141495212376
11.0,2.0589029460541246,1.8372979293329659,2.3648040844456255
12.0,2.0287451054760335,1.8253072438624214,2.3189538840365187
13.0,1.9926793018623132,1.8049749122152672,2.270098469872516
14.0,1.9515739232338993,1.7783452761141443,2.2068182303793185
15.0,1.8988894627171016,1.739246461696222,2.1303135948924097
16.0,1.84068551642858,1.6926806857705923,2.0575824742198883
17.0,1.777796379736214,1.6288253359644629,1.9655530480844146
18.0,1.7057332747582035,1.5474821852753478,1.8807377558659522
19.0,1.6321456251101865,1.4623729914723607,1.800891206876065
20.0,1.5574985915552821,1.3799959659673953,1.7213975329870081
21.0,1.47624084820105,1.29817811085202,1.6382629933248964
22.0,1.3986664460720029,1.2205366366453168,1.568706961386968
23.0,1.320119731659841,1.152451107061638,1.494785678022358
24.0,1.2496989457437049,1.098817171242432,1.4239268777741616
25.0,1.1855939343953246,1.0526067136718944,1.353004792943779
26.0,1.1288194260556625,1.0154222610045611,1.2884860337434616
27.0,1.0803471782430407,0.9818399158418866,1.2270594674609896
28.0,1.039391425077242,0.955708934903436,1.1771641756227424
29.0,1.0060704403719447,0.9368348336011469,1.1278365146415483
30.0,0.9778493806854248,0.9227163543662005,1.0857500199557877
31.0,0.9551320945445325,0.9084304569713627,1.0471075816242568
32.0,0.9373332672434234,0.8971728650500501,1.015899945076999
33.0,0.9228268353046061,0.8857920300717564,0.9884072876848254
34.0,0.912059299100611,0.8771500671824832,0.966151371771635
35.0,0.9039815086226227,0.8667615612367399,0.9471493661785607
36.0,0.8974817413783864,0.8587307903955061,0.934299628412083
37.0,0.8924413169034453,0.8523466757100531,0.9244169611588372
38.0,0.8891765027488285,0.8475651493561784,0.920087446322376
39.0,0.8865940953457323,0.8417962876149714,0.9166825627993527
40.0,0.8849727021583812,0.8399054341811145,0.9143929507772359
41.0,0.8845378392017955,0.8360143711889471,0.9152239452802453
42.0,0.884801601848539,0.8330281805471135,0.9162893176888538
43.0,0.8848687415280325,0.8314510503611191,0.9180761092896561
44.0,0.8861518225462186,0.8303584248476134,0.9200217124172014
45.0,0.8880586900632013,0.8305294961168943,0.92254415054489
