Day,median,ci_low,ci_high
1.0,0.0,0.0,0.0
2.0,0.0007964153602501578,0.00038082307851471656,0.0009662484855434278
3.0,0.0013919291279990142,0.0009555192796202649,0.0018536009112772604
4.0,0.0021773210099012563,0.0015047104885128142,0.0028966210524969866
5.0,0.003182435326691657,0.002191194019168291,0.0043417951201442095
6.0,0.004449254778652129,0.002983529348072336,0.006196962781893459
7.0,0.006139404940857268,0.004054277391401175,0.008656444364837226
8.0,0.008353481243380784,0.005267969105355536,0.012071640135520784
9.0,0.011283578647323322,0.007027948641177887,0.017074400223221556
10.0,0.015144198386429053,0.009004464527559,0.023054722622655836
11.0,0.020283439942439946,0.011920754345885794,0.03203000091458748
12.0,0.02684998745520037,0.015330884457940114,0.0432799188980287
13.0,0.03552111346249037,0.019585510911557937,0.05825875246333406
14.0,0.04665184967781549,0.025528462299083943,0.07755697393164192
15.0,0.061019453383138855,0.03234752916407803,0.10100264400355895
16.0,0.0790176399355178,0.04110696232817983,0.13294336059311748
17.0,0.10151697135420817,0.05266381125867305,0.16890527654811816
18.0,0.12787549833286177,0.06595285501879447,0.2101925017166847
19.0,0.15950204723050568,0.08312840287140741,0.2541260373624169
20.0,0.19573004402360378,0.10265536471451737,0.3006943301996299
21.0,0.23413698330064542,0.12656548864777786,0.3480177179713245
22.0,0.27541907537710925,0.15147072104256512,0.39025160158404554
23.0,0.3148507682748297,0.18254676930665176,0.4299549249699272
24.0,0.3559304686123622,0.21473088437296423,0.467829838638825
25.0,0.39282826719478814,0.25041146587883883,0.4966600782235042
26.0,0.427567728079542,0.2843028021891012,0.5224948388397685
27.0,0.45710337815866176,0.3159860455907225,0.5479714130869944
28.0,0.48330889248874775,0.345725096346924,0.5689694586495289
29.0,0.5035739681315694,0.3766288671067336,0.587982968103605
30.0,0.5229311548056869,0.404298018033816,0.6042158983220945
31.0,0.5374670130985643,0.4276227590399199,0.6163370956732214
32.0,0.5496938320767961,0.45026010779913417,0.6289628569635416
33.0,0.5593187568223926,0.46983514338944743,0.6366655645626339
34.0,0.567399639973735,0.48107379964089775,0.6443629756339327
35.0,0.573541763108558,0.4941068598080857,0.6501143810601923
36.0,0.5787124554537192,0.5003431530454805,0.6548096042581162
37.0,0.5834865529249837,0.5078045062499732,0.6577729764208982
38.0,0.5864992425345934,0.5121814570371416,0.6619502747583671
39.0,0.588611005651098,0.5157196336248832,0.6656676555648663
40.0,0.5897982097566545,0.5176269524589834,0.6668016754803088
41.0,0.591065685977985,0.5189951300684129,0.6692031569890332
42.0,0.59152313762037,0.5191062521294363,0.6712238614149634
43.0,0.591750717189717,0.5193491724250183,0.6725316910238609
44.0,0.5910862108689494,0.5189577167479485,0.6741563339877666
45.0,0.5908610626835906,0.5190095551819061,0.6745490817686094
46.0,0.5906530335770406,0.5184259672913453,0.6747736709832252
47.0,0.5895219601798574,0.5176162681617391,0.6754013248548375
48.0,0.5885166861047549,0.5172735537307048,0.6742815481082076
49.0,0.5872141604894772,0.5157979992741761,0.6743102163614708
50.0,0.5859659248049729,0.5137752066760116,0.673537530301534
51.0,0.5845766705889051,0.512046257341135,0.6722234187873325
52.0,0.5831716246413068,0.5102350163663002,0.6699618121801264
53.0,0.58169999446764,0.5093540188383432,0.6691452236723956
54.0,0.5799155701807559,0.5079152860792988,0.6683830937497528
55.0,0.5786473793657558,0.5065771496832702,0.6675981569976808
56.0,0.5771962016868499,0.5042900421665951,0.6665075882254238
57.0,0.5759933118104851,0.5032981429281469,0.6654054967981953
58.0,0.574684022760953,0.5018309157708529,0.6643181905312681
59.0,0.5731809614838095,0.4999809320161846,0.6630514808371399
