Day,median,ci_low,ci_high
1.0,0.0,0.0,0.0
2.0,0.001958147638872809,0.0015448106969001257,0.0025195817997530224
3.0,0.0022217585454024358,0.0015613465884750655,0.003039229406420106
4.0,0.0024146583919671394,0.001652689593799092,0.003314651370242558
5.0,0.0026170879772714484,0.0017415479446453747,0.0037071045128191245
6.0,0.0028597666835621927,0.0018555462091035535,0.004140747650229593
7.0,0.0030871989316544057,0.0020044726398493777,0.004620992114270743
8.0,0.0033879119065741425,0.0021203545532432477,0.005151326143747791
9.0,0.0039439666172673415,0.002306850691756875,0.006275157514695313
10.0,0.0046270990303527715,0.0025422791587488974,0.007564472562948411
11.0,0.005426219403345894,0.0028667109631314567,0.009207459981103991
12.0,0.006362153715495034,0.0031262808559161023,0.011398238019232038
13.0,0.007434520624719165,0.0036313814081986697,0.013702003604601548
14.0,0.008749291480997429,0.004134403129491337,0.016393855437672897
15.0,0.010293984574066606,0.004657222392767786,0.02022916937283575
16.0,0.012221993764015893,0.005228482507438174,0.02482806353373751
17.0,0.014570029442263877,0.005925200333168397,0.03052595856656281
18.0,0.017204856767260496,0.006498713199751095,0.037176740117094195
19.0,0.02040612800984734,0.007452737555158403,0.04541618469407332
20.0,0.023977437790539985,0.008161227687729098,0.053856218127031695
21.0,0.028415504367725303,0.009246146063413577,0.0656330242178751
22.0,0.03344622735285818,0.01057369281691465,0.07904504634469021
23.0,0.03924406170490796,0.012084951560153942,0.09327733420571359
24.0,0.045991273065951827,0.013824370528135458,0.11137870692828256
25.0,0.05391517311726132,0.01580259501239033,0.1279896842468429
26.0,0.06314624472926414,0.018196794147739826,0.14697794308435264
27.0,0.07320738819558908,0.021312326185590577,0.16755620239870672
28.0,0.08404255605431063,0.02475064975293638,0.18721159236991305
29.0,0.09619179247775783,0.02906864746240151,0.20988190972989262
30.0,0.10958098563109392,0.03223337974539776,0.23259119274662773
31.0,0.12368027862912775,0.035645897740517817,0.25082601106926955
32.0,0.1386438029496484,0.04046489647750563,0.2677719719202001
33.0,0.15300003845709506,0.04686760987493397,0.28229993932709035
34.0,0.16810003836607493,0.051898602112093115,0.29385048724950835
35.0,0.18326415243218783,0.059946237699505855,0.3013962630586659
36.0,0.19760345006514918,0.06665921908910963,0.30618202134886396
37.0,0.21012566228159588,0.07341137788697708,0.30836385175382536
38.0,0.2219576965853789,0.0815647114440875,0.31085174918455194
39.0,0.2318472006780357,0.09124182807798137,0.3124142196781218
40.0,0.24062273474267554,0.09905480433770629,0.3147675513206722
41.0,0.2472255150989385,0.10885959504140226,0.31376081933211664
42.0,0.2521723560551704,0.11772824070364757,0.3134937655566834
43.0,0.25591495469145353,0.12621028227545625,0.31296823214785713
44.0,0.25803427355375275,0.1358895616334253,0.3146334014518078
45.0,0.26004155493346803,0.14550844279143318,0.31384178354181286
46.0,0.2618008692019122,0.15224844866117657,0.3142482392736988
47.0,0.262243430982955,0.16136843113003885,0.3139944347115578
48.0,0.2630727531650435,0.17006479970585256,0.31364250950531664
49.0,0.2639130690910056,0.17918384862285222,0.31313294539462394
50.0,0.26424114434462,0.18434871081202056,0.3129172821291309
51.0,0.2645733447353291,0.19087251173130615,0.312838027925537
52.0,0.2648558553138729,0.19743728430461283,0.31353860150272045
53.0,0.2652223162774242,0.19977648310485244,0.312577175547373
54.0,0.26517873223351807,0.20291859004688348,0.31222213057388093
55.0,0.2652284399006589,0.2055820654657629,0.31293588542219936
56.0,0.26527396892045996,0.20699152406325352,0.31266195172242706
57.0,0.2650560949374462,0.20808868835468386,0.3125653939657971
58.0,0.26521189330991063,0.20971263949085236,0.31285552354757606
59.0,0.2650184991027827,0.21202959374129746,0.31194414608379595
